"time_seconds","time_minutes","Q_m3_s"
17240,287.333333333333,0
17245,287.416666666667,0
17250,287.5,0
17255,287.583333333333,0
17260,287.666666666667,0
17265,287.75,0
17270,287.833333333333,0
17275,287.916666666667,0
17280,288,0
17285,288.083333333333,0
17290,288.166666666667,0
17295,288.25,0
17300,288.333333333333,0
17305,288.416666666667,0
17310,288.5,0
17315,288.583333333333,0
17320,288.666666666667,0
17325,288.75,0
17330,288.833333333333,0
17335,288.916666666667,0
17340,289,0
17345,289.083333333333,0
17350,289.166666666667,0
17355,289.25,0
17360,289.333333333333,0
17365,289.416666666667,0
17370,289.5,0
17375,289.583333333333,0
17380,289.666666666667,0
17385,289.75,0
17390,289.833333333333,0
17395,289.916666666667,0
17400,290,0
17405,290.083333333333,0
17410,290.166666666667,0
17415,290.25,0
17420,290.333333333333,0
17425,290.416666666667,0
17430,290.5,0
17435,290.583333333333,0
17440,290.666666666667,0
17445,290.75,0
17450,290.833333333333,0
17455,290.916666666667,0
17460,291,0
17465,291.083333333333,0
17470,291.166666666667,0
17475,291.25,0
17480,291.333333333333,0
17485,291.416666666667,0
17490,291.5,0
17495,291.583333333333,0
17500,291.666666666667,0
17505,291.75,0
17510,291.833333333333,0
17515,291.916666666667,0
17520,292,0
17525,292.083333333333,0
17530,292.166666666667,0
17535,292.25,0
17540,292.333333333333,0
17545,292.416666666667,0
17550,292.5,0
17555,292.583333333333,0
17560,292.666666666667,0
17565,292.75,0
17570,292.833333333333,0
17575,292.916666666667,0
17580,293,0
17585,293.083333333333,0
17590,293.166666666667,0
17595,293.25,0
17600,293.333333333333,0
17605,293.416666666667,0
17610,293.5,0
17615,293.583333333333,0
17620,293.666666666667,0
17625,293.75,0
17630,293.833333333333,0
17635,293.916666666667,0
17640,294,0
17645,294.083333333333,0
17650,294.166666666667,0
17655,294.25,0
17660,294.333333333333,0
17665,294.416666666667,0
17670,294.5,0
17675,294.583333333333,0
17680,294.666666666667,0
17685,294.75,0
17690,294.833333333333,0
17695,294.916666666667,0
17700,295,0
17705,295.083333333333,0
17710,295.166666666667,0
17715,295.25,0
17720,295.333333333333,0
17725,295.416666666667,0
17730,295.5,0
17735,295.583333333333,0
17740,295.666666666667,0
17745,295.75,0
17750,295.833333333333,0
17755,295.916666666667,0
17760,296,0
17765,296.083333333333,0
17770,296.166666666667,0
17775,296.25,0
17780,296.333333333333,0
17785,296.416666666667,0
17790,296.5,0
17795,296.583333333333,0
17800,296.666666666667,0
17805,296.75,0
17810,296.833333333333,0
17815,296.916666666667,0
17820,297,0
17825,297.083333333333,0
17830,297.166666666667,0
17835,297.25,0
17840,297.333333333333,0
17845,297.416666666667,0
17850,297.5,0
17855,297.583333333333,0
17860,297.666666666667,0
17865,297.75,0
17870,297.833333333333,0
17875,297.916666666667,0
17880,298,0
17885,298.083333333333,0
17890,298.166666666667,0
17895,298.25,0
17900,298.333333333333,0
17905,298.416666666667,0
17910,298.5,0
17915,298.583333333333,0
17920,298.666666666667,0
17925,298.75,0
17930,298.833333333333,0
17935,298.916666666667,0
17940,299,0
17945,299.083333333333,0
17950,299.166666666667,0
17955,299.25,0
17960,299.333333333333,0
17965,299.416666666667,0
17970,299.5,0
17975,299.583333333333,0
17980,299.666666666667,0
17985,299.75,0
17990,299.833333333333,0
17995,299.916666666667,0
18000,300,0
18005,300.083333333333,0
18010,300.166666666667,0
18015,300.25,0
18020,300.333333333333,0
18025,300.416666666667,0
18030,300.5,0
18035,300.583333333333,0
18040,300.666666666667,0
18045,300.75,0
18050,300.833333333333,0
18055,300.916666666667,0
18060,301,0
18065,301.083333333333,0
18070,301.166666666667,0
18075,301.25,0
18080,301.333333333333,0
18085,301.416666666667,0
18090,301.5,0
18095,301.583333333333,0
18100,301.666666666667,0
18105,301.75,0
18110,301.833333333333,0
18115,301.916666666667,0
18120,302,0
18125,302.083333333333,0
18130,302.166666666667,0
18135,302.25,0
18140,302.333333333333,0
18145,302.416666666667,0
18150,302.5,0
18155,302.583333333333,0
18160,302.666666666667,0
18165,302.75,0
18170,302.833333333333,0
18175,302.916666666667,0
18180,303,0
18185,303.083333333333,0
18190,303.166666666667,0
18195,303.25,0
18200,303.333333333333,0
18205,303.416666666667,0
18210,303.5,0
18215,303.583333333333,0
18220,303.666666666667,0
18225,303.75,0
18230,303.833333333333,0
18235,303.916666666667,0
18240,304,0
18245,304.083333333333,0
18250,304.166666666667,0
18255,304.25,0
18260,304.333333333333,0
18265,304.416666666667,0
18270,304.5,0
18275,304.583333333333,0
18280,304.666666666667,0
18285,304.75,0
18290,304.833333333333,0
18295,304.916666666667,0
18300,305,0
18305,305.083333333333,0
18310,305.166666666667,0
18315,305.25,0
18320,305.333333333333,0
18325,305.416666666667,0
18330,305.5,0
18335,305.583333333333,0
18340,305.666666666667,0
18345,305.75,0
18350,305.833333333333,0
18355,305.916666666667,0
18360,306,0
18365,306.083333333333,0
18370,306.166666666667,0
18375,306.25,0
18380,306.333333333333,0
18385,306.416666666667,0
18390,306.5,0
18395,306.583333333333,0
18400,306.666666666667,0
18405,306.75,0
18410,306.833333333333,0
18415,306.916666666667,0
18420,307,0
18425,307.083333333333,0
18430,307.166666666667,0
18435,307.25,0
18440,307.333333333333,0
18445,307.416666666667,0
18450,307.5,0
18455,307.583333333333,0
18460,307.666666666667,0
18465,307.75,0
18470,307.833333333333,0
18475,307.916666666667,0
18480,308,0
18485,308.083333333333,0
18490,308.166666666667,0
18495,308.25,0
18500,308.333333333333,0
18505,308.416666666667,0
18510,308.5,0
18515,308.583333333333,0
18520,308.666666666667,0
18525,308.75,0
18530,308.833333333333,0
18535,308.916666666667,0
18540,309,0
18545,309.083333333333,0
18550,309.166666666667,0
18555,309.25,0
18560,309.333333333333,0
18565,309.416666666667,0
18570,309.5,0
18575,309.583333333333,0
18580,309.666666666667,0
18585,309.75,0
18590,309.833333333333,0
18595,309.916666666667,0
18600,310,0
18605,310.083333333333,0
18610,310.166666666667,0
18615,310.25,0
18620,310.333333333333,0
18625,310.416666666667,0
18630,310.5,0
18635,310.583333333333,0
18640,310.666666666667,0
18645,310.75,0
18650,310.833333333333,0
18655,310.916666666667,0
18660,311,0
18665,311.083333333333,0
18670,311.166666666667,0
18675,311.25,0
18680,311.333333333333,0
18685,311.416666666667,0
18690,311.5,0
18695,311.583333333333,0
18700,311.666666666667,0
18705,311.75,0
18710,311.833333333333,0
18715,311.916666666667,0
18720,312,0
18725,312.083333333333,0
18730,312.166666666667,0
18735,312.25,0
18740,312.333333333333,0
18745,312.416666666667,0
18750,312.5,0
18755,312.583333333333,0
18760,312.666666666667,0
18765,312.75,0
18770,312.833333333333,0
18775,312.916666666667,0
18780,313,0
18785,313.083333333333,0
18790,313.166666666667,0
18795,313.25,0
18800,313.333333333333,0
18805,313.416666666667,0
18810,313.5,0
18815,313.583333333333,0
18820,313.666666666667,0
18825,313.75,0
18830,313.833333333333,0
18835,313.916666666667,0
18840,314,0
18845,314.083333333333,0
18850,314.166666666667,0
18855,314.25,0
18860,314.333333333333,0
18865,314.416666666667,0
18870,314.5,0
18875,314.583333333333,0
18880,314.666666666667,0
18885,314.75,0
18890,314.833333333333,0
18895,314.916666666667,0
18900,315,0
18905,315.083333333333,0
18910,315.166666666667,0
18915,315.25,0
18920,315.333333333333,0
18925,315.416666666667,0
18930,315.5,0
18935,315.583333333333,0
18940,315.666666666667,0
18945,315.75,0
18950,315.833333333333,0
18955,315.916666666667,0
18960,316,0
18965,316.083333333333,0
18970,316.166666666667,0
18975,316.25,0
18980,316.333333333333,0
18985,316.416666666667,0
18990,316.5,0
18995,316.583333333333,0
19000,316.666666666667,0
19005,316.75,0
19010,316.833333333333,0
19015,316.916666666667,0
19020,317,0
19025,317.083333333333,0
19030,317.166666666667,0
19035,317.25,0
19040,317.333333333333,0
19045,317.416666666667,0
19050,317.5,0
19055,317.583333333333,0
19060,317.666666666667,0
19065,317.75,0
19070,317.833333333333,0
19075,317.916666666667,0
19080,318,0
19085,318.083333333333,0
19090,318.166666666667,0
19095,318.25,0
19100,318.333333333333,0
19105,318.416666666667,0
19110,318.5,0
19115,318.583333333333,0
19120,318.666666666667,0
19125,318.75,0
19130,318.833333333333,0
19135,318.916666666667,0
19140,319,0
19145,319.083333333333,0
19150,319.166666666667,0
19155,319.25,0
19160,319.333333333333,0
19165,319.416666666667,0
19170,319.5,0
19175,319.583333333333,0
19180,319.666666666667,0
19185,319.75,0
19190,319.833333333333,0
19195,319.916666666667,0
19200,320,0
19205,320.083333333333,0
19210,320.166666666667,0
19215,320.25,0
19220,320.333333333333,0
19225,320.416666666667,0
19230,320.5,0
19235,320.583333333333,0
19240,320.666666666667,0
19245,320.75,0
19250,320.833333333333,0
19255,320.916666666667,0
19260,321,0
19265,321.083333333333,0
19270,321.166666666667,0
19275,321.25,0
19280,321.333333333333,0
19285,321.416666666667,0
19290,321.5,0
19295,321.583333333333,0
19300,321.666666666667,0
19305,321.75,0
19310,321.833333333333,0
19315,321.916666666667,0
19320,322,0
19325,322.083333333333,0
19330,322.166666666667,0
19335,322.25,0
19340,322.333333333333,0
19345,322.416666666667,0
19350,322.5,0
19355,322.583333333333,0
19360,322.666666666667,0
19365,322.75,0
19370,322.833333333333,0
19375,322.916666666667,0
19380,323,0
19385,323.083333333333,0
19390,323.166666666667,0
19395,323.25,0
19400,323.333333333333,0
19405,323.416666666667,0
19410,323.5,0
19415,323.583333333333,0
19420,323.666666666667,0
19425,323.75,0
19430,323.833333333333,0
19435,323.916666666667,0
19440,324,0
19445,324.083333333333,0
19450,324.166666666667,0
19455,324.25,0
19460,324.333333333333,0
19465,324.416666666667,0
19470,324.5,0
19475,324.583333333333,0
19480,324.666666666667,0
19485,324.75,0
19490,324.833333333333,0
19495,324.916666666667,0
19500,325,0
19505,325.083333333333,0
19510,325.166666666667,0
19515,325.25,0
19520,325.333333333333,0
19525,325.416666666667,0
19530,325.5,0
19535,325.583333333333,0
19540,325.666666666667,0
19545,325.75,0
19550,325.833333333333,0
19555,325.916666666667,0
19560,326,0
19565,326.083333333333,0
19570,326.166666666667,0
19575,326.25,0
19580,326.333333333333,0
19585,326.416666666667,0
19590,326.5,0
19595,326.583333333333,0
19600,326.666666666667,0
19605,326.75,0
19610,326.833333333333,0
19615,326.916666666667,0
19620,327,0
19625,327.083333333333,0
19630,327.166666666667,0
19635,327.25,0
19640,327.333333333333,0
19645,327.416666666667,0
19650,327.5,0
19655,327.583333333333,0
19660,327.666666666667,0
19665,327.75,0
19670,327.833333333333,0
19675,327.916666666667,0
19680,328,0
19685,328.083333333333,0
19690,328.166666666667,0
19695,328.25,0
19700,328.333333333333,0
19705,328.416666666667,0
19710,328.5,0
19715,328.583333333333,0
19720,328.666666666667,0
19725,328.75,0
19730,328.833333333333,0
19735,328.916666666667,0
19740,329,0
19745,329.083333333333,0
19750,329.166666666667,0
19755,329.25,0
19760,329.333333333333,0
19765,329.416666666667,0
19770,329.5,0
19775,329.583333333333,0
19780,329.666666666667,0
19785,329.75,0
19790,329.833333333333,0
19795,329.916666666667,0
19800,330,0
19805,330.083333333333,0
19810,330.166666666667,0
19815,330.25,0
19820,330.333333333333,0
19825,330.416666666667,0
19830,330.5,0
19835,330.583333333333,0
19840,330.666666666667,0
19845,330.75,0
19850,330.833333333333,0
19855,330.916666666667,0
19860,331,0
19865,331.083333333333,0
19870,331.166666666667,0
19875,331.25,0
19880,331.333333333333,0
19885,331.416666666667,0
19890,331.5,0
19895,331.583333333333,0
19900,331.666666666667,0
19905,331.75,0
19910,331.833333333333,0
19915,331.916666666667,0
19920,332,0
19925,332.083333333333,0
19930,332.166666666667,0
19935,332.25,0
19940,332.333333333333,0
19945,332.416666666667,0
19950,332.5,0
19955,332.583333333333,0
19960,332.666666666667,0
19965,332.75,0
19970,332.833333333333,0
19975,332.916666666667,0
19980,333,0
19985,333.083333333333,0
19990,333.166666666667,0
19995,333.25,0
20000,333.333333333333,0
20005,333.416666666667,0
20010,333.5,0
20015,333.583333333333,0
20020,333.666666666667,0
20025,333.75,0
20030,333.833333333333,0
20035,333.916666666667,0
20040,334,0
20045,334.083333333333,0
20050,334.166666666667,0
20055,334.25,0
20060,334.333333333333,0
20065,334.416666666667,0
20070,334.5,0
20075,334.583333333333,0
20080,334.666666666667,0
20085,334.75,0
20090,334.833333333333,0
20095,334.916666666667,0
20100,335,0
20105,335.083333333333,0
20110,335.166666666667,0
20115,335.25,0
20120,335.333333333333,0
20125,335.416666666667,0
20130,335.5,0
20135,335.583333333333,0
20140,335.666666666667,0
20145,335.75,0
20150,335.833333333333,0
20155,335.916666666667,0
20160,336,0
20165,336.083333333333,0
20170,336.166666666667,0
20175,336.25,0
20180,336.333333333333,0
20185,336.416666666667,0
20190,336.5,0
20195,336.583333333333,0
20200,336.666666666667,0
20205,336.75,0
20210,336.833333333333,0
20215,336.916666666667,0
20220,337,0
20225,337.083333333333,0
20230,337.166666666667,0
20235,337.25,0
20240,337.333333333333,0
20245,337.416666666667,0
20250,337.5,0
20255,337.583333333333,0
20260,337.666666666667,0
20265,337.75,0
20270,337.833333333333,0
20275,337.916666666667,0
20280,338,0
20285,338.083333333333,0
20290,338.166666666667,0
20295,338.25,0
20300,338.333333333333,0
20305,338.416666666667,0
20310,338.5,0
20315,338.583333333333,0
20320,338.666666666667,0
20325,338.75,0
20330,338.833333333333,0
20335,338.916666666667,0
20340,339,0
20345,339.083333333333,0
20350,339.166666666667,0
20355,339.25,0
20360,339.333333333333,0
20365,339.416666666667,0
20370,339.5,0
20375,339.583333333333,0
20380,339.666666666667,0
20385,339.75,0
20390,339.833333333333,0
20395,339.916666666667,0
20400,340,0
20405,340.083333333333,0
20410,340.166666666667,0
20415,340.25,0
20420,340.333333333333,0
20425,340.416666666667,0
20430,340.5,0
20435,340.583333333333,0
20440,340.666666666667,0
20445,340.75,0
20450,340.833333333333,0
20455,340.916666666667,0
20460,341,0
20465,341.083333333333,0
20470,341.166666666667,0
20475,341.25,0
20480,341.333333333333,0
20485,341.416666666667,0
20490,341.5,0
20495,341.583333333333,0
20500,341.666666666667,0
20505,341.75,0
20510,341.833333333333,0
20515,341.916666666667,0
20520,342,0
20525,342.083333333333,0
20530,342.166666666667,0
20535,342.25,0
20540,342.333333333333,0
20545,342.416666666667,0
20550,342.5,0
20555,342.583333333333,0
20560,342.666666666667,0
20565,342.75,0
20570,342.833333333333,0
20575,342.916666666667,0
20580,343,0
20585,343.083333333333,0
20590,343.166666666667,0
20595,343.25,0
20600,343.333333333333,0
20605,343.416666666667,0
20610,343.5,0
20615,343.583333333333,0
20620,343.666666666667,0
20625,343.75,0
20630,343.833333333333,0
20635,343.916666666667,0
20640,344,0
20645,344.083333333333,0
20650,344.166666666667,0
20655,344.25,0
20660,344.333333333333,0
20665,344.416666666667,0
20670,344.5,0
20675,344.583333333333,0
20680,344.666666666667,0
20685,344.75,0
20690,344.833333333333,0
20695,344.916666666667,0
20700,345,0
20705,345.083333333333,0
20710,345.166666666667,0
20715,345.25,0
20720,345.333333333333,0
20725,345.416666666667,0
20730,345.5,0
20735,345.583333333333,0
20740,345.666666666667,0
20745,345.75,0
20750,345.833333333333,0
20755,345.916666666667,0
20760,346,0
20765,346.083333333333,0
20770,346.166666666667,0
20775,346.25,0
20780,346.333333333333,0
20785,346.416666666667,0
20790,346.5,0
20795,346.583333333333,0
20800,346.666666666667,0
20805,346.75,0
20810,346.833333333333,0
20815,346.916666666667,0
20820,347,0
20825,347.083333333333,0
20830,347.166666666667,0
20835,347.25,0
20840,347.333333333333,0
20845,347.416666666667,0
20850,347.5,0
20855,347.583333333333,0
20860,347.666666666667,0
20865,347.75,0
20870,347.833333333333,0
20875,347.916666666667,0
20880,348,0
20885,348.083333333333,0
20890,348.166666666667,0
20895,348.25,0
20900,348.333333333333,0
20905,348.416666666667,0
20910,348.5,0
20915,348.583333333333,0
20920,348.666666666667,0
20925,348.75,0
20930,348.833333333333,0
20935,348.916666666667,0
20940,349,0
20945,349.083333333333,0
20950,349.166666666667,0
20955,349.25,0
20960,349.333333333333,0
20965,349.416666666667,0
20970,349.5,0
20975,349.583333333333,0
20980,349.666666666667,0
20985,349.75,0
20990,349.833333333333,0
20995,349.916666666667,0
21000,350,0
21005,350.083333333333,0
21010,350.166666666667,0
21015,350.25,0
21020,350.333333333333,0
21025,350.416666666667,0
21030,350.5,0
21035,350.583333333333,0
21040,350.666666666667,0
21045,350.75,0
21050,350.833333333333,0
21055,350.916666666667,0
21060,351,0
21065,351.083333333333,0
21070,351.166666666667,0
21075,351.25,0
21080,351.333333333333,0
21085,351.416666666667,0
21090,351.5,0
21095,351.583333333333,0
21100,351.666666666667,0
21105,351.75,0
21110,351.833333333333,0
21115,351.916666666667,0
21120,352,0
21125,352.083333333333,0
21130,352.166666666667,0
21135,352.25,0
21140,352.333333333333,0
21145,352.416666666667,0
21150,352.5,0
21155,352.583333333333,0
21160,352.666666666667,0
21165,352.75,0
21170,352.833333333333,0
21175,352.916666666667,0
21180,353,0
21185,353.083333333333,0
21190,353.166666666667,0
21195,353.25,0
21200,353.333333333333,0
21205,353.416666666667,0
21210,353.5,0
21215,353.583333333333,0
21220,353.666666666667,0
21225,353.75,0
21230,353.833333333333,0
21235,353.916666666667,0
21240,354,0
21245,354.083333333333,0
21250,354.166666666667,0
21255,354.25,0
21260,354.333333333333,0
21265,354.416666666667,0
21270,354.5,0
21275,354.583333333333,0
21280,354.666666666667,0
21285,354.75,0
21290,354.833333333333,0
21295,354.916666666667,0
21300,355,0
21305,355.083333333333,0
21310,355.166666666667,0
21315,355.25,0
21320,355.333333333333,0
21325,355.416666666667,0
21330,355.5,0
21335,355.583333333333,0
21340,355.666666666667,0
21345,355.75,0
21350,355.833333333333,0
21355,355.916666666667,0
21360,356,0
21365,356.083333333333,0
21370,356.166666666667,0
21375,356.25,0
21380,356.333333333333,0
21385,356.416666666667,0
21390,356.5,0
21395,356.583333333333,0
21400,356.666666666667,0
21405,356.75,0
21410,356.833333333333,0
21415,356.916666666667,0
21420,357,0
21425,357.083333333333,0
21430,357.166666666667,0
21435,357.25,0
21440,357.333333333333,0
21445,357.416666666667,0
21450,357.5,0
21455,357.583333333333,0
21460,357.666666666667,0
21465,357.75,0
21470,357.833333333333,0
21475,357.916666666667,0
21480,358,0
21485,358.083333333333,0
21490,358.166666666667,0
21495,358.25,0
21500,358.333333333333,0
21505,358.416666666667,0
21510,358.5,0
21515,358.583333333333,0
21520,358.666666666667,0
21525,358.75,0
21530,358.833333333333,0
21535,358.916666666667,0
21540,359,0
21545,359.083333333333,0
21550,359.166666666667,0
21555,359.25,0
21560,359.333333333333,0
21565,359.416666666667,0
21570,359.5,0
21575,359.583333333333,0
21580,359.666666666667,0
21585,359.75,0
21590,359.833333333333,0
21595,359.916666666667,0
21600,360,0
